osm_id,building,addr_full,name_ne,healthcare_speciality,source,addr_city,healthcare,capacity_persons,operator_type,name,amenity,longitude,latitude,geom_type
"9263241349",,,,,,,yes,,government,Nepal Pariwar Niyojan Sangh,,81.6249739,28.5958895,POINT
"9796792212",,,,,,,,,,सामुदायिक स्वास्थ एकाई केन्द्र डाँडा गाउँ रोल्पा,clinic,82.5325851,28.4569721,POINT
"9796829922",,,,,,,,,,कोभिड विशेष अस्पताल पुतलाचौर रोल्पा,hospital,82.5421143,28.4778347,POINT
"9796792214",,,,,,,,,,"स्वास्थ्य इकाई केन्द्र, नाफे कोलबोट",clinic,82.5085294,28.467155,POINT
"9796788945",,,,,,,,,,सामुदायिक स्वास्थ्य ईकाइ केन्द्र,clinic,82.6700439,28.4483109,POINT
"9796788946",,,,,,,,,,स्वास्थ्यचाैकि मिरुल,clinic,82.6486359,28.4641914,POINT
"9796793662",,,,,,,,,,सामुदायिक स्वास्थ्य इकाई,clinic,82.54599,28.4141273,POINT
"9796792215",,,,,,,,,,राङ्सी स्वास्थ्य चौकी,clinic,82.545639,28.4399166,POINT
"9796792216",,,,,,,,,,"सामुदायिक स्वास्थ्य इकाई केन्द्र, ओवाङ",clinic,82.5188217,28.4568768,POINT
"9801764086",,,,,,,,,,दाहा स्वास्थ्य चौकी,clinic,81.6829636,29.1147228,POINT
"8343128335",,,,,yil2020,,,,,,pharmacy,81.6844295,29.1011538,POINT
"9801764087",,,,,,,,,,"आधारभुत स्वास्थ्य तथा सरसफाई कार्यालय, पिली",clinic,81.7153164,29.1094363,POINT
"9796788943",,,,,,,,,,जलजला अस्पताल तथा अनुसन्धान केन्द्र,clinic,82.7085266,28.4998894,POINT
"9796788944",,,,,,,,,,आधारभुत स्वास्थ्य सेवा केन्द्र,clinic,82.6703796,28.4861546,POINT
"4930640522",,,,,,,,,,,clinic,81.6335811,28.9710613,POINT
"9687953559",,,,,,,,,,Gamaudi Sub Health Post,hospital,81.642723,28.8346,POINT
"9687953567",,,,,,,,,,Malika Health Post,hospital,81.639105,28.792453,POINT
"9687953568",,,,,,,,,,Kalbhairab Health Post,hospital,81.658024,28.8157794,POINT
"9687953573",,,,,,,,,,Chiudi Pushakot Dullu 6,hospital,81.6307171,28.8280859,POINT
"7237083721",,,,,naxa,,,,,Kharpunath Hospital,hospital,81.8764092,29.9174858,POINT
"7953715285",,,,,,,,,,,hospital,81.8562671,29.9402282,POINT
"6902597002",,,,,Naxa,,,,,Birthing Center,clinic,81.8773082,29.9326318,POINT
"7282283385",,,,,,,,,,,hospital,81.878431,29.9312581,POINT
"7953702786",,,,,,,,,,,hospital,81.941028,29.8013837,POINT
"7237133373",,,,,naxa,,,,,Himalaya Community Hospital,hospital,81.950439,29.7793467,POINT
"7237147799",,,,,naxa,,,,,Shela Medical,clinic,81.948655,29.7803507,POINT
"7244387507",yes,,,,,,,,,,clinic,82.5380567,29.5790283,POINT
"7244387511",yes,,,,,,,,,,clinic,82.5141933,29.7259617,POINT
"7244387508",yes,,,,,,,,,,clinic,82.3950983,29.5778267,POINT
"7244387509",yes,,,,,,,,,Pulu Bazar Medical Hall,clinic,82.3933883,29.5771633,POINT
"9794580581",,,,,,,,,,स्वास्थ्य चौकी,clinic,81.3018119,29.0212638,POINT
"9794580582",,,,,,,,,,स्वस्थ्यचाैकि सेरा,clinic,81.3036719,29.061496,POINT
"9800485289",,,,,,,,,,नाडा स्वास्थ्य चौकी,clinic,81.3311615,28.9483318,POINT
"9794580579",,,,,,,,,,मुली हेल्थ पाेष्ट,clinic,81.3490323,29.0345856,POINT
"9794580585",,,,,,,,,,कमलबजार प्राइमरी हेल्थ केयर सेन्टर,clinic,81.3422884,29.0559285,POINT
"9794580586",,,,,,,,,,भण्डारी क्लिनिक,clinic,81.3394308,29.0534516,POINT
"9794580584",,,,,,,,,,नेत्रा मेडिकल हल,pharmacy,81.3397611,29.0528611,POINT
"9794580583",,,,,,,,,,स्वस्थ्य चाैकि मष्टाबण्डालि,clinic,81.3090843,29.0428413,POINT
"8322077901",,,,,yil2020,,,,,Health Post,hospital,81.5954643,29.294549,POINT
"8322078291",,,,,yil2020,,,,,Health Post,hospital,81.592263,29.2618586,POINT
"8311857512",,,,,yil2020,,,,,Health Post,hospital,81.7089019,29.2813012,POINT
"8314183624",,,,,yil2020,,,,,Riju Medical Hall,pharmacy,81.7302856,29.2770684,POINT
"8310597558",,,,,yil2020,,,,,Karnali Jana Sewa Medical Hall,pharmacy,81.6337354,29.2546415,POINT
"8310684909",,,,,yil2020,,,,,Tele Medicine Centre,pharmacy,81.620708,29.2588489,POINT
"8311642298",,,,,yil2020,,,,,OPD Health Post,hospital,81.6444495,29.2504678,POINT
"9798804729",,,,,,,,,,"कालिका सामुदायिक स्वास्थ्य चौकी, नमुनाटोल",clinic,82.5511383,29.0193333,POINT
"10120181719",,,,,,,,,,o,hospital,82.6214686,29.013975,POINT
"9798804727",,,,,,,,,,"ईला स्वास्थ्य चौकी, डोल्पा",clinic,82.5400664,29.0584405,POINT
"9798804730",,,,,,,,,,"मुडकेचुला गाउँपालिका स्वास्थ्य शाखा, डोल्पा",clinic,82.5175761,29.0539502,POINT
"8294369276",,,,,yil2020,,,,,Kalika Family Health Hospital,hospital,82.5500357,29.0224524,POINT
"9291164897",,,,,,,pharmacy,,,,pharmacy,86.833484,26.5841147,POINT
"9291164898",,,,,,,pharmacy,,,,pharmacy,86.8333596,26.5838874,POINT
"5889746785",,,,,,,,,,,hospital,86.1253693,26.6787936,POINT
"9796447322",,,,,,,,,,Aashirvad Health Care,clinic,86.7563782,26.5372086,POINT
"9796447323",,,,,,,,,,Health Post Dumary Shibthan,clinic,86.7690506,26.5360413,POINT
"9764482078",,,,,,,,,,Madhuwapur Health Post,clinic,86.8748256,26.5557342,POINT
"11025249869",,,,,,,hospital,,,xota pharmacy,hospital,81.5588683,29.0179249,POINT
"9530887027",,,,,,,,,,Sahari swasthya clinic jangale,clinic,81.5539696,28.9542934,POINT
"9530887028",,,,,,,,,,Sangita medical hall,pharmacy,81.5642959,28.9633584,POINT
"9530887029",,,,,,,,,,chamunda swasthya chauki,clinic,81.5642005,28.9637523,POINT
"9530887030",,,,,,,,,,Kiswari bhawan,clinic,81.5645578,28.964978,POINT
"9530887032",,,,,,,,,,aadharbhut swasthya sewa kendra chhadekholaa,clinic,81.5445201,28.9325683,POINT
"9530887041",,,,,,,,,,Deepak medical store,pharmacy,81.5426851,28.9254509,POINT
"9530887042",,,,,,,,,,Jambukandha Swasthya Chauki,clinic,81.5468507,28.9254072,POINT
"5064405626",,,,,,,,,,,hospital,81.5419787,28.9255305,POINT
"9794580578",,,,,,,,,,चाल्सा स्वाथ्य चौकि,clinic,81.3725033,29.0639467,POINT
"5064405627",,,,,,,,,,,hospital,81.4620293,29.06364,POINT
"5714352322",,,कुची स्वास्थ्य चौकी,,,,,,,कुची स्वास्थ्य चौकी,hospital,81.4137436,29.0569946,POINT
"9794580587",,,,,,,,,,बयला हेल्थ पाेष्ट,clinic,81.4059909,29.0259744,POINT
"9796451308",,,,,,,,,,झाउटा स्वास्थ्य चौकी,clinic,81.066124,29.5129776,POINT
"9796451304",,,,,,,,,,जयरिथिबिनगर स्वास्थ्य चौकि,clinic,81.1042938,29.534956,POINT
"9796451298",,,,,,,,,,Malumela Health Post,clinic,81.0992813,29.497673,POINT
"9796451295",,,,,,,,,,Kotbhairav Health Post,clinic,81.0243301,29.4668808,POINT
"9796451301",,,,,,,,,,Koiralakot H.P.,clinic,81.0578232,29.4594536,POINT
"9796451306",,,,,,,,,,थलरा स्वास्थ्य चौकी,clinic,81.0720978,29.5698757,POINT
"9796451309",,,,,,,,,,मटेला स्वास्थ्य चौकी,clinic,81.0913086,29.4982948,POINT
"8389758594",,,,,,,health_post,,,Kaprigau Health Post,hospital,81.0774902,29.5122713,POINT
"3494710417",,,,,UNOCHA,,,,,,hospital,84.6197052,28.0627405,POINT
"1684322213",,,,,,,pharmacy,,,Hospital,pharmacy,84.5295662,28.0697469,POINT
"5064394228",,,,,,,,,,,hospital,81.4783956,28.9518449,POINT
"9800485287",,,,,,,,,,भैरवस्थान स्वास्थ्य चौकी,clinic,81.4223785,28.9440308,POINT
"9800485284",,,,,,,,,,रानीबन स्वास्थ्य चौकी,clinic,81.3959045,28.9788475,POINT
"9800485288",,,,,,,,,,धमाली स्वास्थ्य चौकी,clinic,81.3739319,28.9990177,POINT
"9800485286",,,,,,,,,,तोषि स्वास्थ्य चौकी,clinic,81.3633957,28.9876213,POINT
"9800485290",,,,,,,,,,तुर्माखाद अस्पताल,hospital,81.3688431,28.9422054,POINT
"5064394229",,,,,,,,,,,hospital,81.4542329,28.9907395,POINT
"9794521216",,,,,,,,,,थपुवा आयुर्वेदिक अस्पताल,hospital,81.5778427,28.1942368,POINT
"4131846992",,,,,,,,,,Sishne Medical Hall,clinic,81.690224,28.1969342,POINT
"4225212550",,,नेचर केयार होम,,,,,,,Nature Care Home,pharmacy,83.9931234,28.2070723,POINT
"4225212549",,,माछापुछ्रे हेर्बल लिमिटेड,,,,,,,Machhepuchhre Herbal,pharmacy,83.994778,28.2102215,POINT
"5161242821",,,,,,,,,,Pancham Aayurbed Clinic,clinic,83.9932173,28.2062034,POINT
"4160638674",,,,,,,,,,Jana Kalyan Mediacal Hall,pharmacy,83.9947621,28.2063566,POINT
"9599395214",,,,,,,,,,Western Regional Hospital Pharmacy,pharmacy,83.997817,28.2128186,POINT
"4170743226",,,परि औसधी पसल,,,,,,,Pari Drug House,pharmacy,83.9983693,28.2114818,POINT
"4170743228",,,प्रयोगशाला ल्याब,,,,,,,Prayogshala Lab,pharmacy,83.9980113,28.2113933,POINT
"9794500315",,,,,,,,,,बेलभार स्वास्थ चौकी,clinic,81.5729141,28.0606427,POINT
"9247913921",,,,,,Duduwa Rural Municipality,hospital,,,Khop Kendra Gausala Mandir,hospital,81.7084429,28.0743646,POINT
"9116157973",,,,,,khajura-RM,yes,,,jhuk kumari malla-FCHV,,81.5291682,28.1523534,POINT
"9116249624",,,,,,khajura-RM,yes,,,tajrun kha-FCHV,,81.5573742,28.1493798,POINT
"9112782766",,,,,,khajura-RM,yes,,,sunita devi chamar -FCHV,,81.5519092,28.1292372,POINT
"9107410559",,,,,,khajura rm,yes,,,Rupa thapa-FCHV,,81.5730504,28.1207161,POINT
"9109715397",,,,,,khajura rm,yes,,,deumaya thapa-FCHV,,81.5779002,28.1095429,POINT
"9110577831",,,,,,khajura-RM,yes,,,durga khatri-FCHV,,81.5884365,28.1319876,POINT
"9107483028",,,,,,khajura -RM,yes,,,tilsara nepali-FCHV,,81.5598964,28.0829464,POINT
"9103155146",,,,,,khajura-RM,yes,,,Dilmaya shahi-FHVC,,81.522176,28.0684827,POINT
"9103158709",,,,,,khajura RM,yes,,,Kaushila thapa-FHVC,,81.5308558,28.0761375,POINT
"6148903485",,,,,,,,,,,clinic,81.6161375,28.0555165,POINT
"5422534799",,,,,,,,,,Shining City Clilinic,clinic,81.6340684,28.0742061,POINT
"5402702158",,,,,,,,,,Alina Medical Hall,pharmacy,81.6301922,28.0598114,POINT
"5416697852",,,,,,,,,,Sagramata Polyclicnic And Diagonistic Center,clinic,81.6208803,28.0535779,POINT
"5411597412",,,,,,,,,,Sankar Clinic,pharmacy,81.6165693,28.0551112,POINT
"5406682567",,,,,,,,,,Shidi Medical Hall,pharmacy,81.6194661,28.0578208,POINT
"5409577511",,,,,,,,,,S.T Medicals,clinic,81.6167624,28.0559828,POINT
"5400884330",,,,,,,,,,Health Post of Ward No:4,clinic,81.6306818,28.0611002,POINT
"5406667493",,,,,,,,,,Bardan Medical Hall,pharmacy,81.6182993,28.05937,POINT
"5406930301",,,,,,,,,,Tulip Pharmaceuticals Pvt.Ltd,pharmacy,81.6187654,28.0584699,POINT
"5374391076",,,,,,,,,,Prakritic Medical Store,pharmacy,81.6643488,28.0979774,POINT
"9794546504",,,,,,,,,,उदयपुर स्वास्थ्य चाैकि,clinic,81.6455038,28.0371096,POINT
"9794575439",,,,,,,,,,Manikapur health post,clinic,81.6622961,28.1069587,POINT
"5382738937",,,,,,,,,,gayattri Medical Hall,pharmacy,81.6628267,28.0972096,POINT
"9794546492",,,,,,,,,,टिबि नेपाल नेपालगन्ज क्षयरोग रेफरल सेन्टर,hospital,81.6319845,28.0610164,POINT
"9794575433",,,,,,,,,,आ धारभुत स्वास्थ केन्द्र,clinic,81.6272695,28.0574039,POINT
"5377412094",,,,,,,,,,New Prem Health Clinic,clinic,81.6359255,28.0672847,POINT
"9794509832",,,,,,,,,,आधारभुत स्वास्थ सेवा केन्द्र,clinic,81.6556244,28.2050476,POINT
"9794521210",,,,,,,,,,चिसापानी स्वास्थ्य चौकी,clinic,81.6595688,28.2787743,POINT
"9794521211",,,,,,,,,,नौबस्ता स्वास्थ्य चौकी,clinic,81.6508102,28.2279148,POINT
"9794521215",,,,,,,,,,आधारभुत स्वास्थ्य सस्था,clinic,81.6409906,28.2455968,POINT
"4579370616",,,,,,,,,,Neha Ausadhi,pharmacy,83.9864596,28.2104975,POINT
"4419914526",,,,,,,,,,Biraj Eye Clinic,pharmacy,83.9884903,28.2087376,POINT
"5453797158",,,,,,,,,,Nepali Medical Hall,pharmacy,83.9757187,28.212595,POINT
"5543535034",,,,,2cpokhara,,physiotherapist,,,Haribasu Neuro Ortho Physiotherapy Clinic,clinic,83.9887643,28.2127539,POINT
"4579370654",,,,,2C Pokhara Field Data Collection,,,,,Sabhagriya Medicare,pharmacy,83.9846729,28.2109169,POINT
"5328945222",,,जनप्रिय हस्पिटल,,2c Preset,,,,private,Janapriya Hospital,hospital,83.9769179,28.2066295,POINT
"5521528095",,,,,2cpokhara,,,,,GMC Pharmacy,pharmacy,83.9865686,28.2110569,POINT
"9246370495",,,शान्तिनगर स्वास्थ्य चौकी,,,,,,,शान्तिनगर स्वास्थ्य चौकी,hospital,82.2190927,28.1568757,POINT
"7991980375",,,राप्ती क्षेत्रीय आयुर्वेदिक अस्पताल,,,,hospital,,,राप्ती क्षेत्रीय आयुर्वेदिक अस्पताल,hospital,82.2870478,28.1325191,POINT
"9520877037",,,रेग्मी फार्मेसी,,,,pharmacy,,,रेग्मी फार्मेसी,pharmacy,82.2980663,28.1357537,POINT
"7991980380",,,बिनोद प्याथोलोजी एण्ड ज्योती मेडिकल हल,,,,,,,बिनोद प्याथोलोजी एण्ड ज्योती मेडिकल हल,hospital,82.2981575,28.1318757,POINT
"9520877047",,,मोहन चन्द्र आयुर्वेदिक चिकित्सा तथा स्वास्थ्य सेवा केन्द्र,,,,,,,मोहन चन्द्र आयुर्वेदिक चिकित्सा तथा स्वास्थ्य सेवा केन्द्र,clinic,82.2976881,28.1350713,POINT
"9524465558",,,हेकुली स्वास्थ्य चौकी,,,,,,,हेकुली स्वास्थ्य चौकी,hospital,82.2051814,28.0957343,POINT
"9795937406",,,नन्द्रागाउ आधारभुत स्वास्थ सेवा केन्द्र,,,,,,,नन्द्रागाउ आधारभुत स्वास्थ सेवा केन्द्र,clinic,82.225914,28.1146107,POINT
"8263822123",,,राप्ती प्रादेशिक अस्पताल,,"Anil Basnet - DRR fellow, Tulsipur Sub-Metropolitan City",,,,,राप्ती प्रादेशिक अस्पताल,hospital,82.2975782,28.1358849,POINT
"8221340760",,,दोघर्रे स्वास्थ्य चौकी,,,,,,,दोघर्रे स्वास्थ्य चौकी,hospital,82.2888637,28.1328597,POINT
"8211897752",,,,,,,,,,Pratapkot Health Post,hospital,82.2920273,28.2117142,POINT
"9252680936",,,पवन फार्मेसी,,,,,,,पवन फार्मेसी,pharmacy,82.1350859,28.1884765,POINT
"9255152840",,,सेवा स्वास्थ्य क्लिनिक,,,,,,,सेवा स्वास्थ्य क्लिनिक,clinic,82.1312718,28.1893453,POINT
"9249748325",,,"आधारभुत स्वास्थ्य केन्द्र, बबर्पुर",,,,,,,"आधारभुत स्वास्थ्य केन्द्र, बबर्पुर",hospital,82.0907081,28.1905137,POINT
"9253286384",,,हापुरे प्राथमिक अस्पताल,,,,,,,हापुरे प्राथमिक अस्पताल,hospital,82.1240607,28.193649,POINT
"9781193181",,,दुविखोला आधारभूत स्वास्थ्य केन्द्र,,,,,,,दुविखोला आधारभूत स्वास्थ्य केन्द्र,clinic,82.1686465,28.1302986,POINT
"5534126580",,,,,2cpokhara,,,,,Shuvatara Pharmacy,pharmacy,83.9856136,28.2177531,POINT
"4720321089",,,,,,,,,,New Road Pharmacy,pharmacy,83.9866445,28.2179347,POINT
"4287522929",,,माता मनकामना डेन्टल,,,,,,,Mata Mankamana Dental,dentist,83.9867026,28.2181893,POINT
"4586787608",,,,,2C Pokhara Field Data Collection,,,,,Namaste Dental Care Centre,dentist,83.9865104,28.2172837,POINT
"4287522935",,,रेजुवा ईस्किन कियर क्लिनिक,,,,,,,Rejuwa Skin Care Clinic,clinic,83.98647,28.2171799,POINT
"4287522934",,,पोखरा हेल्दी होम कियर,,,,,,,Pokhara Healthy Home care,clinic,83.9864633,28.2171639,POINT
"7887285685",,,,,,,,,,,pharmacy,83.988644,28.2205467,POINT
"4361366697",,,फेवा डेन्टल क्लिनिक,,,,,,,Fewa Dental Clinic,dentist,83.9873774,28.2240161,POINT
"4601383671",,,,,2C Pokhara Field Data Collection,,,,,Perfect Dental Care,dentist,83.9860616,28.224263,POINT
"5611346921",,,मेधा डेन्टल हाउस,,,,,,,Medha Dental House,dentist,83.9897937,28.2170032,POINT
"4579378965",,,,,2C Pokhara Field Data Collection,,,,,Advanced Poly Clinic,clinic,83.9853393,28.2137053,POINT
"5486749068",,,,,2c pokhara,,,,,Swornim Pharma Enterprises,pharmacy,83.9902516,28.2237081,POINT
"5461924087",,,,,2c pokhara,,,,,Suyogya Pharmacy,pharmacy,83.9843124,28.2248361,POINT
"4296138314",,,बि एल प्याथोलोजी,,,,,,,BL Pathology,pharmacy,83.9903625,28.2233371,POINT
"4296138322",,,माछापुच्छ्रे डेन्टल,,,,,,,Machhapuchre Dental,dentist,83.9903296,28.2233447,POINT
"5461784157",,,,,2c pokhara,,,,,National Pharmacy,pharmacy,83.9767719,28.2249303,POINT
"4912099622",,,साहरा इन्टर-न्याष्नल फर्टिलिटी सेन्टर,,,,,,,Sahara International Fertilty Centre ,clinic,83.9800511,28.2251233,POINT
"11169507638",,,,,,,,,,,clinic,84.6344954,28.650648,POINT
"6558714385",,,,,,,,,,,hospital,84.647658,28.1564784,POINT
"8244748473",,,,,,,,,,Tarku Primary Health Center,hospital,84.399858,28.1430295,POINT
"854332344",,,,,,,,,,,doctors,84.1374564,28.6419343,POINT
"854331953",,,,,,,,,,,doctors,84.089336,28.6387747,POINT
"852891612",,,,,,,,,,,doctors,84.3401189,28.5338177,POINT
"5969053396",,,,,,,,,,,doctors,84.3191266,28.5301385,POINT
"7199944311",,,,,,,,,,Health Post,clinic,84.1005405,28.2500437,POINT
"4488075627",,,,,,,,,,"Nepal Red Cross Society, Nsmsrjung Sub Chapter",hospital,84.1107204,28.3296534,POINT
"852891586",,,,,,,,,,,doctors,84.2866363,28.5517496,POINT
"852873680",,,,,,,,,,,doctors,84.3023572,28.5439579,POINT
"852540711",,,,,,,,,,,doctors,84.4035976,28.3872133,POINT
"852777169",,,,,,,,,,,doctors,84.3736098,28.4674382,POINT
"854332252",,,,,,,,,,,doctors,84.0230832,28.6665583,POINT
"2320025820",,,स्स्वस्थ्य चौकी,,,,hospital,,,Manang Health Post,hospital,84.0236087,28.6663006,POINT
"6429956285",,,,,,,,,,,hospital,84.0253713,28.6647581,POINT
"854331995",,,,,,,,,,,doctors,84.1517827,28.6167197,POINT
"9626822952",,,,,,,pharmacy,,,Getwell Medical Hall,pharmacy,83.977764,28.2567273,POINT
"4759244923",,,जिनो फार्मेसी,,2C_Pokhara Field Visit 2018,,,,private,Geno Pharmacy,pharmacy,83.9836917,28.2435381,POINT
"4352171772",,,दोभान फर्म,,,,,,,Dhovan Pharma,pharmacy,83.997609,28.2345965,POINT
"4912048173",,,,,,,,,,Darshan Pharmacy,pharmacy,83.989239,28.2450035,POINT
"5159094926",,,,,,,,,,,pharmacy,83.9573452,29.1823229,POINT
"4970452921",,,अन्नपुर्ण बाल तथा महिला अस्पताल,,,,,,private,Annapurna Bal Tatha Mahila Hospital,hospital,84.0059428,28.2031193,POINT
"5253481968",,,दिवा स्व्स्त्य क्लिनिक,,,,,,,Diwa Swastya Clinic,clinic,84.0120821,28.2038818,POINT
"4690073189",,,,,,,,,,Trekking Medicine Pharmacy,pharmacy,83.9582646,28.2115694,POINT
"4805411467",,,,,2cpokhara,,,,,Devi's Fall Medical Hall,pharmacy,83.9579833,28.1896542,POINT
"5470329128",,,,,,,,,,Global Health Care,pharmacy,83.9596599,28.2084004,POINT
"7796975546",,,,,,,,,,Monica Pharmacy,pharmacy,83.9767959,28.2065875,POINT
"7797021968",,,,,,,,,,Nims Pharmacy,pharmacy,83.9788511,28.2085818,POINT
"5346005521",,,,,,,,,,Magic Medico Concern,clinic,83.9745301,28.2058021,POINT
"3121926166",,,,,,Besishahar,,,,Om Gorkha Dental Care Pvt. Ltd,dentist,84.3770002,28.2323475,POINT
"3121926148",,,,,,,clinic,,,Lamjung Eye Care Centre,clinic,84.3779097,28.2269665,POINT
"852541094",,,,,,,,,,,doctors,84.3787141,28.2435329,POINT
"9599388350",,,,,,,,,,15 Dental,dentist,83.9977439,28.2129575,POINT
"5458009713",,,,gastroenterology,2cpokhara,,doctor,,,Gandaki Gastro Liver and Endoscopy Clinic,clinic,83.9858128,28.2141522,POINT
"5508848779",,,,,2cpokhara,,clinic,,,Healthy Home Fitness Clinic,clinic,83.9859525,28.2147654,POINT
"4805458663",,,,,,,,,,Medical Hall,pharmacy,84.0095183,28.2135735,POINT
"4287522927",,,डाइबेटिक्स एंड ठैरोएड उपचार केन्द्र,,,,,,,Diabetic And Thyroid Upachar Kendra,clinic,83.9859952,28.2149908,POINT
"5645230505",,,पन्त फार्मेसी,,,,,,,Panta Pharmacy,pharmacy,84.0003075,28.2185897,POINT
"5645230506",,,न्यु गण्डकी प्याथोलोजी सेवा,,,,laboratory,,,New Gandaki Pathology Service,clinic,84.0025599,28.2169819,POINT
"5618869110",,,,,2cpokhara,,,,,Alisha Medical Hall,pharmacy,84.0049584,28.2200148,POINT
"5598345202",,,,,,,,,,Natural Health Care,pharmacy,84.0072611,28.2147088,POINT
"5531593542",,,,,2cpokhara,,,,,New Garima Medical Hall,pharmacy,84.0751616,28.2139549,POINT
"4175723726",,,,,2c pokhara,,,,,Saino Medical Hall,pharmacy,83.9716058,28.2153924,POINT
"5283977225",,,,,,,,,,Pokhara Super Speciality Health Clinic,clinic,83.9849047,28.2114775,POINT
"7004240185",,,,,,,,,,,doctors,84.1025257,28.1194171,POINT
"4814800567",,,,,,,,,,Balika Ausodhi Pasal,pharmacy,84.1031907,28.1201504,POINT
"5580150207",,,,,,,,,,Ashik Farmacy,pharmacy,84.0934096,28.1146458,POINT
"5580014945",,,,,2C_Pokhara Field Visit 2018,,,,,Kumari Medical Hall,pharmacy,84.0921286,28.1152469,POINT
"4597488998",,,,,,,,,,The Lake Pharmacy,pharmacy,83.9574019,28.2118359,POINT
"10676059505",,,,,,,doctor,,,,doctors,83.9574781,28.2121888,POINT
"4595904442",,,,,2C Pokhara Field Data Collection,,,,,Pandey Medical Hall,pharmacy,83.9594048,28.2135684,POINT
"4807288821",,,,,,,,,,Uniqie Medical,pharmacy,84.081675,28.1331883,POINT
"4812835923",,,,,,,,,,Gagan Medical Hall,pharmacy,84.0870735,28.1286607,POINT
"5517954443",,,,,2cpokhara,,,,,Sudhan Pharmacy,pharmacy,84.0834814,28.1345279,POINT
"5517954455",,,,,2cpokhara,,,,,Nabin Pharmacy,pharmacy,84.0827867,28.1330957,POINT
"5517954475",,,,,2cpokhara,,,,,Uniwue Medical Hall,clinic,84.0824106,28.1326185,POINT
"5517954478",,,,,2cpokhara,,,,,Pratima Medical Hall,clinic,84.0817762,28.1326516,POINT
"4788203629",,,,,,,,,,Begnas Health Clinic,clinic,84.0884868,28.164566,POINT
"4180402815",,,लाइफ फर्र्मेसी,,,,,,,Life Pharmacy,pharmacy,84.0682382,28.16359,POINT
"5100226174",,,,,,,pharmacy,,,Tal Chowk Pharmacy,pharmacy,84.0572876,28.1631866,POINT
"4650648169",,,,,,Pokhara Lekhnath Metropolitan City,pharmacy,,,Rupa Pharmacy,pharmacy,84.0575008,28.1630407,POINT
"5556007791",,,,,,,,,,Monika Pharmacy,pharmacy,84.0495176,28.175446,POINT
"5700135363",,,,"physiotherapy;acupuncture;ayurved",,Pokhara Lekhnath Metropolitan City,physiotherapist,,,Lakecity Ayurved & Gandaki Physiotherapy Centre,clinic,84.0593056,28.1627934,POINT
"5556007793",,,,,,,,,,Himal Dental,dentist,84.0494978,28.1754549,POINT
"5100274837",,,,,2cpokhara,,,,,Mamata Polyclinic ,clinic,84.0685261,28.1634077,POINT
"4807668221",,,शिसुवा अस्पताल,,2cpokhara,,,,government,Sishuwa Hospital,hospital,84.0660882,28.1659898,POINT
"5383565226",,,,,2cpokhara,,,,private,Ayushree Ayurvedic Pharma,pharmacy,84.0373546,28.1841641,POINT
"5100008970",,,,,,,,,,Palungtar Pharmacy,pharmacy,84.0302483,28.1905734,POINT
"5100274836",,,,,,,,,,Aashu Medical Hall,pharmacy,84.0684178,28.1637526,POINT
"5472541740",,,,,,,,,,Mata Manakamana Dental,dentist,84.0639013,28.1516565,POINT
"5472577957",,,,,,,,,,Pulchowk Medical Hall,pharmacy,84.0572109,28.1455371,POINT
"5383565225",,,,,,,,,,Lekhnath City Polyclinic,clinic,84.0610401,28.1552198,POINT
"10050475555",,,,,,,,,,Jagat Health Unit,clinic,84.8956744,28.3515143,POINT
"3494710815",,,,,UNOCHA,,,,,,hospital,84.3306949,28.1100888,POINT
"4496257636",,,,,,,,,,Chandrawati Vaccination Center,hospital,84.3726012,28.0712288,POINT
"4933675122",,,शुलभ फार्मेसी,,2C_Pokhara Field Visit 2018,,,,private,Shulav Pharmacy,pharmacy,83.9845914,28.2252874,POINT
"4934290421",,,,,,,,,,Janapriya Pharmacy,pharmacy,83.9803986,28.2247188,POINT
"4934290521",,,,,,,,,,Padam Medical Hall,pharmacy,83.9815427,28.2298011,POINT
"5571115937",,,,,,,,,,Dipendra Medical Hall,clinic,83.9833901,28.2323463,POINT
"9517071819",,,,,,,,,,Shankar Pharmacy,pharmacy,83.9785668,28.2236636,POINT
"4934286922",,,,,,,,,,Nidan Aayurbed Clinic,clinic,83.9822368,28.2319723,POINT
"6161095986",,,,,,,pharmacy,,,,pharmacy,83.9897,28.2208979,POINT
"4258094398",,,जीनो क्लिनिक,,,,,,,Geno Doctors Centre,clinic,83.9839674,28.24343,POINT
"5544172883",,,,,2cpokhara,,,,,Everest Surgical & Laboratory Concern,pharmacy,83.9910779,28.2221603,POINT
"5509844247",,,,,2cpokhara,,,,,Srijana Medical Distributors,pharmacy,83.9897763,28.2218965,POINT
"4798610254",,,,,,,,,,Talbarahi Pharmacy,pharmacy,83.9899531,28.226066,POINT
"4511683042",,,ग्लोबल डेन्टल कियर,,,,,,,Global Dental Care,dentist,83.9841123,28.2433666,POINT
"4296138313",,,बि.बि. डेण्टल क्लिनिक,,,,,,,BB Dental Clinic,dentist,83.9905203,28.2232981,POINT
"4729268303",,,,,,,,,,,hospital,84.2631739,28.1971624,POINT
"4119129904",,,,,,,,,,Paudel Aayurbedic Pharmacy,pharmacy,81.6873922,28.1921152,POINT
"4119158590",,,,,,,,,,Madhav Medical Hall,pharmacy,81.6871154,28.1914168,POINT
"4119159089",,,,,,,,,,Merry Stops,clinic,81.6866026,28.1897698,POINT
