FIRE_NAME,FIRE_YEAR,SOURCE_REPORTING_UNIT_NAME,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE,STATE
TAIBAN,2006,"New Mexico - State Forestry",Lightning,5800.0,34.3683,-103.87,NM
WILTON,2006,"New Mexico - State Forestry",Lightning,4000.0,34.22889,-104.2394,NM
"JACKSON DRAW",2006,"New Mexico - State Forestry",Lightning,1040.0,34.621,-104.1798,NM
"FOUR LAKES",2006,"New Mexico - State Forestry",Lightning,7600.0,33.3867,-103.5444,NM
"PEP 2",2006,"New Mexico - State Forestry",Lightning,8000.0,33.8211,-103.3542,NM
KINSOLVING,2006,"New Mexico - State Forestry",Lightning,1900.0,33.4719,-103.3416,NM
WOODY,2006,"New Mexico - State Forestry",Lightning,9000.0,34.1359,-103.7784,NM
JET,2006,"New Mexico - State Forestry",Lightning,11000.0,34.1026,-103.9035,NM
"HIGHWAY 128 #1",2006,"New Mexico - State Forestry",Lightning,1100.0,32.2479,-103.5672,NM
"DAVIS #3",2006,"New Mexico - State Forestry",Lightning,4350.0,34.1724,-103.8666,NM
LUCY,2006,"New Mexico - State Forestry",Lightning,2454.0,34.55669,-105.6697,NM
,2006,"New Mexico - State Forestry",Miscellaneous,1250.0,35.1147,-106.1572,NM
,2006,"New Mexico - State Forestry",Lightning,1000.0,35.2002,-104.6157,NM
HARPER,2006,"New Mexico - State Forestry","Equipment Use",1120.0,36.02982,-104.6151,NM
,2006,"New Mexico - State Forestry",Lightning,1100.0,33.87785,-108.4165,NM
FARLEY,2007,"New Mexico - State Forestry",Children,2500.0,36.54272,-105.1488,NM
"OLD CHISUM",2007,"New Mexico - State Forestry","Debris Burning",1500.0,33.2856,-104.4122,NM
,2007,"New Mexico - State Forestry","Equipment Use",2000.0,36.1226,-103.2434,NM
"HIGHWAY FIRE",2007,"New Mexico - State Forestry","Equipment Use",3000.0,34.45858,-103.6022,NM
"LAVA CONE",2007,"New Mexico - State Forestry",Lightning,1000.0,33.54592,-106.8814,NM
MM42-I10,2007,"New Mexico - State Forestry",Lightning,1000.0,32.19963,-108.4232,NM
MADDOX,2007,"New Mexico - State Forestry",Lightning,2600.0,33.01704,-103.4345,NM
CHITUM,2007,"New Mexico - State Forestry",Lightning,3150.0,31.3924,-108.8081,NM
,2007,"New Mexico - State Forestry",Lightning,3000.0,32.0647,-108.2637,NM
,2007,"New Mexico - State Forestry",Lightning,2400.0,31.4872,-108.6909,NM
AIRPORT,2007,"New Mexico - State Forestry",Miscellaneous,2500.0,32.67472,-103.2389,NM
"DOUBLE EAGLE",2007,"New Mexico - State Forestry",Lightning,2213.0,35.0927,-106.8449,NM
ANGEL,2007,"New Mexico - State Forestry",Lightning,7600.0,33.25344,-103.2817,NM
"LOBO TOWER",2007,"New Mexico - State Forestry",Lightning,2000.0,34.65512,-105.3689,NM
"NM 467",2007,"New Mexico - State Forestry","Equipment Use",15000.0,34.22111,-103.3175,NM
SIX,2007,"New Mexico - State Forestry","Equipment Use",18000.0,33.24456,-103.471,NM
"PEACH ORCHARD",2003,"OHS District 6300","Debris Burning",1016.0,38.8245,-83.18933,OH
"SPLIT FIRE",2004,"Oklahoma Division of Forestry",Arson,1470.0,34.66515998,-95.19067,OK
PINETOP,2004,"Oklahoma Division of Forestry","Debris Burning",1600.0,34.68879999,-95.7339,OK
"MAD CAT",2004,"Oklahoma Division of Forestry",Missing/Undefined,1200.0,34.69392999,-95.59288,OK
"SPLIT FIRE #2",2004,"Oklahoma Division of Forestry",Arson,1920.0,34.68879999,-95.1909,OK
"KESTER MTN. FIRE",2004,"Oklahoma Division of Forestry",Arson,1605.0,35.66199998,-94.57033997,OK
"HARRY LOWE",2005,"OKS District 12",Missing/Undefined,1342.0,34.32549999,-95.11065999,OK
HIGHTOP,2005,"OKS District 22",Missing/Undefined,1200.0,34.57280001,-94.77050002,OK
"ROCK CANYON",2005,"OKS District 21",Missing/Undefined,2300.0,34.65980002,-95.52369998,OK
,2006,"OKS District 13",Missing/Undefined,1800.0,34.66493958,-95.49962893,OK
,2006,"OKS District 13",Missing/Undefined,1340.0,34.21977621,-95.31360428,OK
WESLEY,2006,"OKS District 13",Missing/Undefined,4900.0,34.57262555,-95.90402292,OK
"MILL CREEK",2006,"OKS District 13",Missing/Undefined,4700.0,34.35384952,-95.86284877,OK
"MCNALLY FLAT",2006,"OKS District 21",Missing/Undefined,4000.0,35.14842518,-95.52533204,OK
"BARRINGTON FIRE",2006,"OKS District 32",Missing/Undefined,1100.0,36.04754409,-95.13547159,OK
"OUT POST FIRE",2006,"OKS District 33",Missing/Undefined,1050.0,36.3145912,-95.02263823,OK
"HUNT MILL HOLLOW FIRE",2006,"OKS District 31",Missing/Undefined,3240.0,35.66991958,-94.55661243,OK
"HAGAN MTN",2006,"OKS District 31",Missing/Undefined,1320.0,35.63535002,-94.47903,OK
"BLACK AGGIE",2007,"OKS District 32",Missing/Undefined,1095.0,36.12233,-95.05801,OK
"RIFLE RANGE",2008,"OKS District 32",Missing/Undefined,2500.0,35.73848,-95.14695,OK
"NORTH 43",2008,"OKS District 13",Missing/Undefined,2245.0,34.50017,-95.9095,OK
"BEAR TRAP",2006,"PAS District 10",Arson,1329.0,41.33955001,-77.80898002,PA
"BULL RUN",2008,"PAS District 16",Arson,4000.0,41.53479,-77.42696,PA
"CRYSTAL LAKE",2004,"PAS District 20",Arson,2265.0,41.15639001,-75.36972001,PA
"HIGHWAY 31 FIRE",2009,"South Carolina Forestry Commission","Debris Burning",19130.0,33.82175,-78.92149,SC
"MILLER RANCH",2003,"South Dakota Wildland Fire Suppression (GPC Area)",Powerline,2500.0,44.98797,-102.96720001,SD
"PINE RIDGE",2003,"South Dakota Wildland Fire Suppression (GPC Area)",Missing/Undefined,1200.0,43.15186,-102.72929998,SD
,2003,"South Dakota Wildland Fire Suppression (GPC Area)",Missing/Undefined,1000.0,42.96755999,-102.4652,SD
"JOEL BERTSCH 2",2003,"South Dakota Wildland Fire Suppression (GPC Area)",Miscellaneous,2700.0,45.91237997,-99.49622002,SD
"JIM RIVER",2003,"South Dakota Wildland Fire Suppression (GPC Area)",Miscellaneous,4258.0,45.47893002,-98.27799997,SD
"MILL RD",2003,"South Dakota Wildland Fire Suppression (GPC Area)",Children,1100.0,44.14759001,-103.26139999,SD
"LABOR RANCH",2003,"South Dakota Wildland Fire Suppression (GPC Area)",Missing/Undefined,1600.0,43.20990001,-103.82809998,SD
RUMFORD,2005,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1254.0,43.09359999,-103.68750001,SD
1804,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Railroad,2500.0,45.568,-100.33600001,SD
"FT. PIERRE CPX",2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1800.0,44.25950002,-100.19770002,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,2000.0,45.51619998,-99.64740002,SD
"EAST RIDGE",2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,3204.0,44.20509997,-103.3624,SD
WILCOX,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,4500.0,44.61670001,-102.64999999,SD
"RIVER BOTTOM",2004,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1200.0,45.55019002,-98.25718999,SD
"ALLEN STUECKLE",2004,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1200.0,45.86896998,-99.68262997,SD
"TACOMA PARK PLACE",2004,"South Dakota Wildland Fire Suppression (GPC Area)",Missing/Undefined,1400.0,45.54663,-98.25201,SD
N-HYDE,2005,"South Dakota Wildland Fire Suppression (GPC Area)",Missing/Undefined,1500.0,44.71469998,-99.44259999,SD
,2005,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,5000.0,44.78709998,-100.4317,SD
"HANSON - PRICE",2005,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1000.0,44.39429999,-101.82860001,SD
"DUGAN STEWART - SMITH LANRY",2005,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1100.0,44.40879997,-101.48660002,SD
,2005,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,5000.0,44.8015,-100.67399999,SD
"PENNINGTON COUNTY COMPLEX",2005,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,2025.0,44.0788,-103.02059999,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Railroad,1000.0,45.568,-100.55599999,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,3000.0,44.6683,-101.33690001,SD
KLEIN,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1500.0,45.66829999,-101.35739998,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1000.0,45.63929997,-101.60399998,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,4000.0,44.52460001,-102.6534,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1500.0,45.66829999,-104.00770001,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,3300.0,44.19059999,-100.29999999,SD
"B WARD 1",2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1500.0,45.61039997,-101.21359998,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,3500.0,45.65380001,-101.31630002,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,2400.0,44.1907,-102.44010003,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,3000.0,44.13270002,-102.13930001,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Missing/Undefined,3000.0,45.63929997,-101.17250002,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1100.0,44.70019999,-99.6041,SD
"RED OWL",2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,2000.0,44.61139999,-102.31140001,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,2500.0,44.66930001,-102.61319999,SD
,2006,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1000.0,43.74170002,-102.38750003,SD
,2007,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1200.0,45.383,-103.7102,SD
"FOUR MILE",2007,"South Dakota Wildland Fire Suppression (GPC Area)",Arson,2360.0,43.6731,-103.4386,SD
"HORSESHOE CA",2007,"South Dakota Wildland Fire Suppression (GPC Area)",Miscellaneous,2000.0,44.1762,-103.1018,SD
"HAY CREEK",2007,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1882.0,43.0986,-103.5592,SD
ALABAUGH,2007,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,10324.0,43.3838,-103.5624,SD
GODDARD,2007,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1100.0,45.4368,-102.6723,SD
,2007,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,5000.0,44.1762,-102.9615,SD
,2007,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1400.0,45.35,-102.7824,SD
,2007,"South Dakota Wildland Fire Suppression (GPC Area)",Lightning,1300.0,43.3465,-102.2103,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Equipment Use",1000.0,45.7159,-99.0867,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1000.0,45.2776,-102.9252,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1117.0,43.876,-103.747,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1155.0,43.9481,-103.529,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1357.0,43.9775,-103.787,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1551.0,44.0026,-103.745,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1000.0,45.3831,-103.7103,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1200.0,45.3511,-103.8591,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1400.0,43.1406,-101.5322,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1029.0,44.0023,-103.5029,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1000.0,43.6607,-103.6278,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1092.0,44.031,-103.7524,SD
,2008,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",2500.0,44.0769,-103.3986,SD
,2009,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1020.0,44.0769,-103.3986,SD
,2009,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",2304.0,44.0769,-103.4844,SD
,2009,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",2148.0,44.0182,-103.3444,SD
,2009,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",1250.0,44.3822,-98.3786,SD
,2009,"South Dakota Wildland Fire Suppression (GPC Area)","Debris Burning",3175.0,43.9651,-103.9851,SD
"HWY 25",2008,"Tennessee Division of Forestry",Railroad,1501.0,36.4089,-84.10632,TN
,2008,"Tennessee Division of Forestry","Debris Burning",1441.0,36.45002,-83.7517,TN
,2000,"Texas Forest Service - Conroe Area",Lightning,5000.0,30.25624999,-94.99375001,TX
,2000,"Texas Forest Service - Conroe Area",Lightning,1500.0,31.01041999,-95.11875001,TX
,2000,"Texas Forest Service - Henderson Area",Lightning,4000.0,31.53125001,-94.48124998,TX
,2000,"Texas Forest Service - Woodville Area",Miscellaneous,1509.0,30.64375001,-94.15208001,TX
"MOORE BRANCH",2000,"Texas Forest Service - Woodville Area",Arson,15864.0,30.90208001,-93.58958001,TX
"HILLARD ROAD FIRE",2001,"Texas Forest Service - West Zone","Debris Burning",1175.0,29.93783001,-98.00800002,TX
"LEMONS GAP COMPLEX",2001,"Texas Forest Service - West Zone",Missing/Undefined,25000.0,30.16667002,-102.9,TX
,2001,"Texas Forest Service - West Zone",Lightning,3390.0,30.65000001,-104.09999999,TX
,2001,"Texas Forest Service - West Zone",Missing/Undefined,1100.0,30.63416999,-100.28329999,TX
PITCHFORK,2001,"Texas Forest Service - West Zone",Lightning,3250.0,33.50659997,-100.74079998,TX
,2001,"Texas Forest Service - West Zone","Equipment Use",1200.0,33.85019998,-100.21329998,TX
,2002,"Texas Forest Service - West Zone",Miscellaneous,1500.0,27.09999997,-98.28333001,TX
,2002,"Texas Forest Service - West Zone","Debris Burning",4200.0,34.87333,-101.17109999,TX
DUDE,2002,"Texas Forest Service - West Zone","Equipment Use",2600.0,34.48305998,-100.055,TX
"JOHNSON RANCH",2003,"Texas Forest Service - West Zone",Lightning,11015.0,32.81028001,-99.15556001,TX
"WEST HALEY ROAD FIRE",2003,"Texas Forest Service - West Zone","Equipment Use",1000.0,34.79417,-102.09830002,TX
"FERREL FIRE",2003,"Texas Forest Service - West Zone",Lightning,1000.0,34.4025,-100.60249998,TX
"WEATHERLY FIRE",2003,"Texas Forest Service - West Zone",Lightning,1500.0,34.46860998,-100.74139998,TX
"ROCKING CHAIR RANCH FIRE",2003,"Texas Forest Service - West Zone",Lightning,2000.0,34.504,-100.28479999,TX
"STANTON RANCH",2004,"Texas Forest Service - West Zone","Debris Burning",1000.0,30.21666999,-98.36666999,TX
"EAST I-40",2004,"Texas Forest Service - West Zone",Miscellaneous,3500.0,35.22305997,-101.55860001,TX
"SPADE RANCH",2004,"Texas Forest Service - West Zone",Lightning,1835.0,32.08332999,-100.73329999,TX
,1996,"Texas Forest Service - Conroe Area",Arson,1120.0,30.16458,-95.09375,TX
,1996,"Texas Forest Service - Conroe Area",Arson,1200.0,30.27336,-95.37519,TX
,1996,"Texas Forest Service - Henderson Area",Campfire,1500.0,31.86458,-94.65208,TX
,1996,"Texas Forest Service - Woodville Area",Smoking,3500.0,30.89375,-94.83542,TX
,1999,"Texas Forest Service - Linden Area","Equipment Use",1850.0,33.43542,-94.74375,TX
,2002,"Texas Forest Service","Equipment Use",1000.0,31.43087001,-101.01400001,TX
"MAPLE CREEK",2005,"Texas Forest Service - Linden Area",Arson,1540.0,33.42389002,-94.90667,TX
"WALNUT BEND",2005,"Texas Forest Service - West Zone",Miscellaneous,5600.0,33.75167001,-96.97583,TX
,2005,"Texas Forest Service - West Zone","Debris Burning",1300.0,33.55194,-97.6175,TX
,2005,"Texas Forest Service - West Zone","Equipment Use",1200.0,32.56528002,-97.98138999,TX
"XO RANCH",2005,"Texas Forest Service - West Zone",Miscellaneous,3200.0,32.58417002,-98.21889,TX
"FM 920",2005,"Texas Forest Service - West Zone",Miscellaneous,4500.0,33.07277997,-98.08666999,TX
"JACKSON ROAD",2005,"Texas Forest Service - West Zone",Missing/Undefined,2000.0,33.57972001,-97.81445002,TX
CARTER,2005,"Texas Forest Service - West Zone",Miscellaneous,1865.0,32.52527999,-98.08666999,TX
"GRANITE HILLS",2005,"Texas Forest Service - West Zone",Miscellaneous,1000.0,30.77500002,-98.595,TX
LLANO,2005,"Texas Forest Service - West Zone",Miscellaneous,1080.0,30.73833,-98.65611001,TX
"HORSE PEN",2005,"Texas Forest Service - West Zone",Miscellaneous,1200.0,31.16166999,-103.11609999,TX
"THREE POINTS",2005,"Texas Forest Service - West Zone",Lightning,8382.0,30.76694001,-104.15030001,TX
CROSSROADS,2005,"Texas Forest Service - West Zone",Miscellaneous,7660.0,32.14583001,-99.21333,TX
"COOKE CANYON",2005,"Texas Forest Service - West Zone",Miscellaneous,2000.0,32.39416997,-98.57277999,TX
CHINATI,2005,"Texas Forest Service - West Zone",Lightning,15130.0,30.08360998,-104.33580002,TX
"MITRE PEAK-KING MTN.",2005,"Texas Forest Service - West Zone",Lightning,3200.0,30.50193998,-103.78000002,TX
"BUFFALO TRAIL SCOUT CAMP",2005,"Texas Forest Service - West Zone",Missing/Undefined,2796.0,30.74833,-103.9,TX
"WINERY DRAW",2005,"Texas Forest Service - West Zone",Missing/Undefined,1500.0,30.80888999,-102.95390002,TX
"DOUBLE M",2005,"Texas Forest Service - West Zone",Lightning,2560.0,32.16417,-100.51360002,TX
,2005,"Texas Forest Service - West Zone",Miscellaneous,1000.0,32.48110999,-98.59610999,TX
"WAGNER RANCH",2005,"Texas Forest Service - West Zone",Miscellaneous,5120.0,33.56361001,-99.03778001,TX
"MILLENIUM RANCH",2005,"Texas Forest Service - West Zone","Equipment Use",1000.0,30.05861001,-100.25580002,TX
"HWY 54 COMPLEX",2006,"Texas Forest Service - West Zone",Lightning,5000.0,35.74686001,-102.89839999,TX
CANADIAN,2006,"Texas Forest Service - West Zone",Lightning,25000.0,35.39387002,-103.01190001,TX
"PALO DURO EAST",2006,"Texas Forest Service - West Zone",Lightning,11475.0,34.93552997,-101.5956,TX
"HWY 349",2006,"Texas Forest Service - West Zone",Miscellaneous,2500.0,32.17050001,-102.19179999,TX
"TOENAIL TRAIL",2006,"Texas Forest Service - West Zone",Lightning,1862.0,31.15299998,-100.44499998,TX
"WEST TANK",2006,"Texas Forest Service - West Zone",Lightning,4884.0,30.33433002,-103.33430002,TX
"ROBBER'S ROOST",2006,"Texas Forest Service - West Zone",Lightning,1122.0,30.43667002,-103.23099999,TX
NORTHFIELD,2006,"Texas Forest Service - West Zone",Lightning,1450.0,34.07796997,-100.73460001,TX
"WHITE HAT",2006,"Texas Forest Service - West Zone",Miscellaneous,2365.0,32.12981002,-100.50159999,TX
"LEWIS CANYON",2006,"Texas Forest Service - West Zone","Equipment Use",1258.0,32.33787997,-99.97069998,TX
"TREADWELL LANE",2006,"Texas Forest Service - West Zone",Lightning,1394.0,31.03015,-100.13260001,TX
"LONE STAR",2006,"Texas Forest Service - West Zone",Miscellaneous,1500.0,33.72066001,-98.1015,TX
"SPIKE BOX COMPLEX",2006,"Texas Forest Service - West Zone",Lightning,4250.0,33.684,-100.02689998,TX
"KIRK RANCH",2006,"Texas Forest Service - West Zone",Miscellaneous,1935.0,31.31861002,-98.79693998,TX
MENZIE,2006,"Texas Forest Service - West Zone","Debris Burning",1925.0,31.01860998,-99.91916999,TX
,2006,"Texas Forest Service - West Zone",Miscellaneous,2500.0,31.89057001,-98.64423001,TX
STONELEDGE,2006,"Texas Forest Service - West Zone","Equipment Use",1700.0,30.60749997,-98.87694999,TX
"CIRCLE K",2006,"Texas Forest Service - West Zone","Equipment Use",1100.0,29.97626,-100.41059998,TX
MONAHAM,2006,"Texas Forest Service - West Zone",Miscellaneous,1250.0,31.27238,-98.48451999,TX
"SPIKE KING",2006,"Texas Forest Service - West Zone",Lightning,5500.0,33.68621997,-99.98974999,TX
"CADDO II COMPLEX",2006,"Texas Forest Service - West Zone","Equipment Use",5556.0,32.73354997,-98.60969001,TX
,2006,"Texas Forest Service - West Zone",Miscellaneous,1500.0,31.29430002,-97.72104,TX
"ATASCOSA COMPLEX",2006,"Texas Forest Service - West Zone",Miscellaneous,1085.0,28.95116998,-98.56132998,TX
"WHITE ROCK",2006,"Texas Forest Service - Linden Area",Lightning,4000.0,33.74805001,-94.99694998,TX
ROCKERB2,2006,"Texas Forest Service - West Zone",Miscellaneous,2401.0,31.32168001,-101.28340001,TX
TEMPLIN,2006,"Texas Forest Service - West Zone","Equipment Use",1120.0,31.74031997,-100.36010002,TX
"COOPER LAKE",2006,"Texas Forest Service - Linden Area",Miscellaneous,1200.0,33.29876998,-95.77810997,TX
"BUCKLE L 2",2006,"Texas Forest Service - West Zone",Smoking,40000.0,34.29083001,-100.28890001,TX
"KING RANCH",2006,"Texas Forest Service - West Zone","Equipment Use",1340.0,33.28469998,-98.37341002,TX
,2006,"Texas Forest Service - West Zone",Miscellaneous,2000.0,31.2954,-97.68805999,TX
UTOPIA,2006,"Texas Forest Service - West Zone","Debris Burning",2000.0,29.58167001,-99.52332998,TX
"ST. FRANCIS COMPLEX",2006,"Texas Forest Service - West Zone",Miscellaneous,1800.0,35.26264998,-101.7665,TX
"MOBEETIE NORTH",2006,"Texas Forest Service - West Zone",Miscellaneous,4000.0,35.66492002,-100.36520001,TX
FORSAN,2006,"Texas Forest Service - West Zone",Miscellaneous,1050.0,32.11972002,-101.34499999,TX
"FORSAN #2",2006,"Texas Forest Service - West Zone",Miscellaneous,2000.0,32.08194001,-101.32420002,TX
"OLDHAM BOY'S RANCH",2006,"Texas Forest Service - West Zone","Equipment Use",13000.0,35.54308001,-102.26629999,TX
,2006,"Texas Forest Service - West Zone",Miscellaneous,1000.0,34.73616,-101.97069998,TX
CRANE,2006,"Texas Forest Service - West Zone",Miscellaneous,2800.0,31.24333,-102.43000001,TX
"CANADIAN NORTH",2006,"Texas Forest Service - West Zone","Equipment Use",18000.0,36.04841998,-100.36490001,TX
"GUADALUPE RANCH",2006,"Texas Forest Service - West Zone",Smoking,3577.0,30.02128001,-99.46632,TX
MONTELL,2006,"Texas Forest Service - West Zone","Debris Burning",2500.0,29.52260001,-100.0611,TX
CADDO,2006,"Texas Forest Service - West Zone",Miscellaneous,1809.0,32.76333001,-98.63834,TX
HUCKABAY,2006,"Texas Forest Service - West Zone",Missing/Undefined,5000.0,32.34443998,-98.30443999,TX
BURWICK,2006,"Texas Forest Service - West Zone",Missing/Undefined,4728.0,33.23333,-98.31667002,TX
RINGGOLD,2006,"Texas Forest Service - West Zone",Missing/Undefined,41000.0,33.82221999,-97.94443999,TX
CHAMPION,2006,"Texas Forest Service - West Zone",Miscellaneous,2476.0,32.21,-100.57530001,TX
"INDIAN CREEK (MIAMI)",2006,"Texas Forest Service - West Zone",Miscellaneous,2400.0,35.97778,-100.80889998,TX
COLE,2006,"Texas Forest Service - West Zone",Miscellaneous,39812.0,31.73667,-100.94560001,TX
"83 NORTH",2006,"Texas Forest Service - West Zone",Miscellaneous,3091.0,35.25111001,-100.20359999,TX
"ROCKER B",2006,"Texas Forest Service - West Zone",Miscellaneous,42110.0,31.46667,-101.16670002,TX
CARBON,2006,"Texas Forest Service - West Zone",Miscellaneous,35300.0,32.23333,-98.83334002,TX
HARDWICK,2006,"Texas Forest Service - West Zone",Miscellaneous,23000.0,35.04889,-100.87030002,TX
"SANTA ANNA",2006,"Texas Forest Service - West Zone",Miscellaneous,1408.0,31.76444,-99.21500001,TX
VANCOURT,2006,"Texas Forest Service - West Zone",Lightning,1050.0,31.15900002,-100.44000001,TX
"JOHNSON MOUNTAIN",2006,"Texas Forest Service - West Zone",Lightning,1784.0,32.90979998,-98.31526998,TX
"MUNSON ROAD COMPLEX",2006,"Texas Forest Service - West Zone","Equipment Use",1300.0,31.13935001,-101.15589999,TX
"DEVILS CANYON",2006,"Texas Forest Service - West Zone",Lightning,4186.0,30.687,-104.22630001,TX
,2006,"Texas Forest Service - West Zone",Lightning,1810.0,30.23832998,-102.76999998,TX
"BLUE CANYON",2006,"Texas Forest Service - West Zone",Lightning,3532.0,30.37332998,-103.28220001,TX
"HWY 70",2006,"Texas Forest Service - West Zone",Miscellaneous,1200.0,34.86208998,-100.8729,TX
CISCO,2006,"Texas Forest Service - West Zone",Miscellaneous,1200.0,32.37083001,-99.00944998,TX
"QUINTANO ROAD",2006,"Texas Forest Service - West Zone","Equipment Use",1000.0,28.37358,-97.18012999,TX
,2006,"Texas Forest Service - West Zone",Miscellaneous,2745.0,30.06861001,-103.40309999,TX
ENCINAL,2006,"Texas Forest Service - West Zone",Campfire,10919.0,27.89883,-98.95071,TX
HUTTA,2006,"Texas Forest Service - West Zone",Lightning,1050.0,29.78295,-100.76080002,TX
,2005,"Texas Forest Service",Miscellaneous,1500.0,32.14749997,-97.64151001,TX
,2005,"Texas Forest Service","Equipment Use",1000.0,31.62840001,-99.32407999,TX
,2005,"Texas Forest Service",Miscellaneous,2000.0,29.44576001,-97.81280002,TX
"FM1739 (FOSTER RANCH)-WICHITA/",2005,"Texas Forest Service",Miscellaneous,1500.0,34.07706002,-98.78644,TX
,2005,"Texas Forest Service",Lightning,1000.0,31.71029002,-99.82748002,TX
,2005,"Texas Forest Service",Miscellaneous,1500.0,29.66051,-98.15423999,TX
"200 MOUNTAIN RIDGE",2005,"Texas Forest Service","Equipment Use",2000.0,32.56361001,-97.59607997,TX
,2005,"Texas Forest Service",Smoking,1000.0,32.71456001,-97.56116997,TX
,2005,"Texas Forest Service",Miscellaneous,1500.0,31.94208999,-99.56457999,TX
,2005,"Texas Forest Service",Miscellaneous,2000.0,26.49847999,-98.66503999,TX
,2005,"Texas Forest Service",Arson,1000.0,33.73544998,-96.29334002,TX
"DR. DICKEY REKINDLE",2005,"Texas Forest Service",Miscellaneous,2000.0,32.43546001,-99.42356999,TX
,2005,"Texas Forest Service",Miscellaneous,3000.0,33.54913999,-102.61490002,TX
,2005,"Texas Forest Service",Miscellaneous,2000.0,33.57477998,-96.07574999,TX
,2005,"Texas Forest Service",Miscellaneous,1000.0,29.65663998,-98.14834002,TX
200620,2005,"Texas Forest Service","Equipment Use",2000.0,35.59295,-100.68729998,TX
,2005,"Texas Forest Service","Equipment Use",1000.0,32.66948,-99.13728002,TX
,2005,"Texas Forest Service","Debris Burning",1300.0,33.10515999,-98.08836002,TX
,2006,"Texas Forest Service","Equipment Use",1200.0,32.44353998,-102.5886,TX
,2006,"Texas Forest Service",Miscellaneous,1000.0,33.9142,-97.94982001,TX
AIRPORT,2006,"Texas Forest Service",Miscellaneous,1000.0,32.77461001,-98.0629,TX
,2006,"Texas Forest Service","Equipment Use",1000.0,35.26745997,-102.74779998,TX
MELLEMA,2006,"Texas Forest Service",Smoking,4620.0,35.94240999,-102.6689,TX
,2006,"Texas Forest Service","Equipment Use",3000.0,32.49905001,-102.24469999,TX
,2006,"Texas Forest Service","Equipment Use",1200.0,36.38,-102.374,TX
,2006,"Texas Forest Service",Miscellaneous,1000.0,32.47308,-102.28260002,TX
