feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Bachelors,2012,3,24,Male,No,2,1
Masters,2016,3,25,Male,No,3,1
Bachelors,2015,2,26,Female,No,4,1
Masters,2014,3,27,Male,No,5,0
Bachelors,2015,3,24,Female,No,2,1
Bachelors,2014,3,25,Male,No,3,0
Bachelors,2017,3,24,Male,No,2,0
Bachelors,2017,3,24,Female,No,2,1
Bachelors,2012,3,28,Male,No,1,0
Bachelors,2014,1,26,Male,No,4,0
Bachelors,2017,3,28,Male,Yes,3,0
Bachelors,2015,1,25,Female,No,3,1
Bachelors,2015,2,24,Female,Yes,2,1
Bachelors,2017,2,26,Male,No,4,0
Bachelors,2015,3,28,Male,No,0,0
Bachelors,2016,3,28,Male,No,2,0
Bachelors,2013,3,28,Female,Yes,3,1
Bachelors,2017,3,27,Male,No,5,0
Masters,2015,3,25,Male,No,3,0
Bachelors,2012,3,28,Female,No,4,0
Bachelors,2012,3,26,Male,No,4,0
Bachelors,2012,3,25,Male,No,3,0
Masters,2017,3,25,Male,No,3,1
Bachelors,2017,3,25,Male,No,3,0
Bachelors,2012,3,26,Female,No,4,0
Bachelors,2017,3,26,Female,No,4,0
Masters,2017,2,25,Male,Yes,3,1
Bachelors,2015,3,25,Male,No,3,0
Bachelors,2013,3,26,Female,No,4,0
Bachelors,2017,3,25,Female,No,3,1
Bachelors,2014,3,28,Female,Yes,2,0
Bachelors,2016,3,27,Female,No,5,0
Bachelors,2018,3,25,Male,No,3,1
Bachelors,2012,3,27,Female,Yes,5,0
Bachelors,2017,3,27,Female,No,5,0
Bachelors,2016,2,25,Male,No,3,1
Bachelors,2016,3,28,Female,No,4,0
Bachelors,2017,2,27,Male,No,5,0
Bachelors,2016,3,24,Female,No,2,0
Bachelors,2013,3,25,Male,No,3,0
Bachelors,2017,2,25,Female,No,3,0
Bachelors,2015,3,24,Male,No,2,0
Bachelors,2012,3,25,Female,No,3,0
PHD,2017,3,27,Female,No,5,0
Bachelors,2014,3,25,Female,No,3,1
Masters,2017,3,28,Male,No,2,0
Bachelors,2016,3,25,Male,No,3,0
Bachelors,2014,3,25,Male,Yes,3,0
Bachelors,2012,3,27,Male,No,5,0
Bachelors,2012,3,25,Female,No,3,1
Masters,2015,3,27,Female,No,5,0
Bachelors,2014,3,24,Male,No,2,0
Bachelors,2015,2,27,Female,No,5,1
Bachelors,2014,3,25,Male,No,3,1
Bachelors,2015,3,25,Male,No,3,0
Bachelors,2018,3,26,Female,No,4,1
Bachelors,2017,2,26,Female,No,4,1
Bachelors,2014,2,24,Female,No,2,1
Bachelors,2013,3,27,Male,No,5,0
Bachelors,2017,2,27,Male,No,5,0
PHD,2012,3,28,Female,No,1,0
Masters,2012,3,26,Female,No,4,1
Bachelors,2014,3,27,Male,No,5,0
Bachelors,2013,3,28,Female,No,0,1
Bachelors,2014,3,26,Male,No,4,0
Bachelors,2016,2,24,Female,No,2,1
Bachelors,2015,1,24,Female,No,2,1
Bachelors,2012,3,26,Female,No,4,0
Masters,2014,3,27,Male,No,5,0
Masters,2017,2,27,Male,No,5,1
Masters,2017,1,25,Female,No,3,0
Masters,2012,3,28,Male,No,0,1
Masters,2012,3,28,Male,No,2,1
Masters,2013,2,24,Male,No,2,1
Bachelors,2015,3,25,Female,No,3,1
Masters,2017,3,28,Male,No,5,0
Bachelors,2013,3,24,Male,No,2,0
Masters,2015,3,28,Male,No,1,1
Bachelors,2018,3,27,Female,Yes,5,1
Bachelors,2015,3,24,Male,No,2,1
Bachelors,2014,3,26,Male,No,4,0
Bachelors,2013,3,25,Female,No,3,0
Bachelors,2013,3,26,Male,No,4,0
Bachelors,2018,3,28,Female,No,0,1
Bachelors,2013,3,25,Female,No,3,0
PHD,2012,3,27,Male,No,5,0
Bachelors,2013,3,24,Male,No,2,0
Bachelors,2013,3,28,Female,No,3,0
Bachelors,2015,3,24,Male,No,2,0
Bachelors,2013,3,27,Male,No,5,0
Bachelors,2012,3,27,Male,No,5,0
Bachelors,2018,3,26,Female,Yes,4,1
Bachelors,2013,3,26,Male,No,4,0
Bachelors,2015,2,24,Female,No,2,1
Bachelors,2016,3,24,Male,No,2,0
PHD,2018,3,27,Female,No,5,1
Bachelors,2015,3,26,Male,No,4,0
Bachelors,2015,1,26,Female,No,4,1
Bachelors,2015,2,24,Female,No,2,1
Bachelors,2013,3,27,Male,No,5,0
PHD,2016,3,24,Female,No,2,0
Bachelors,2013,3,26,Male,No,4,0
Bachelors,2015,3,28,Male,No,5,0
Bachelors,2015,3,26,Female,No,4,0
Bachelors,2016,3,27,Female,No,5,0
Bachelors,2017,3,25,Female,No,3,1
Masters,2017,2,26,Male,No,4,1
Bachelors,2012,3,27,Male,No,5,0
Bachelors,2014,3,26,Female,No,4,1
Bachelors,2015,2,25,Female,No,3,1
Bachelors,2013,3,26,Male,No,4,0
Bachelors,2017,2,28,Male,No,1,1
Bachelors,2014,3,25,Male,No,3,0
Bachelors,2013,3,27,Male,No,5,0
PHD,2013,3,26,Male,No,4,0
Bachelors,2013,3,25,Female,Yes,3,1
Bachelors,2017,1,28,Female,No,3,0
Bachelors,2014,3,26,Male,No,4,0
Bachelors,2015,3,27,Male,No,5,0
Masters,2013,2,28,Male,No,2,1
Bachelors,2013,3,25,Female,Yes,3,1
Masters,2017,2,26,Male,No,4,0
Masters,2016,3,25,Male,No,3,0
Bachelors,2017,3,28,Female,Yes,5,0
Masters,2017,2,28,Female,No,2,0
Bachelors,2012,1,27,Male,No,5,1
Bachelors,2018,3,27,Male,No,5,1
Bachelors,2016,3,24,Female,No,2,0
Bachelors,2017,3,26,Male,No,4,0
Bachelors,2017,3,25,Female,No,3,0
Bachelors,2015,3,28,Female,Yes,5,1
Bachelors,2015,3,26,Male,No,4,1
Masters,2015,2,26,Female,Yes,4,1
Masters,2015,3,25,Male,No,3,1
Bachelors,2016,3,27,Female,No,5,1
Bachelors,2013,3,25,Male,No,3,0
Bachelors,2018,3,26,Male,Yes,4,1
Bachelors,2014,3,27,Female,No,5,0
Bachelors,2017,1,25,Male,No,3,0
Bachelors,2015,3,26,Male,No,4,0
Bachelors,2015,3,24,Female,No,2,1
Bachelors,2015,3,28,Male,No,2,0
Bachelors,2014,2,26,Female,No,4,1
Bachelors,2017,3,27,Male,No,5,1
Bachelors,2014,3,26,Male,No,4,0
Bachelors,2018,3,28,Female,No,5,1
Bachelors,2015,3,28,Male,No,0,1
Bachelors,2016,3,28,Female,No,3,0
Bachelors,2017,3,25,Male,No,3,0
Bachelors,2015,3,24,Female,No,2,1
Masters,2018,3,28,Male,No,2,1
Bachelors,2015,3,27,Female,No,5,0
Bachelors,2017,3,24,Male,No,2,1
Bachelors,2017,2,28,Female,No,0,0
Bachelors,2015,3,25,Male,No,3,0
Bachelors,2012,3,28,Male,No,2,0
Bachelors,2013,3,26,Male,No,4,0
Bachelors,2016,1,24,Male,No,2,0
Bachelors,2016,3,27,Male,No,5,0
Bachelors,2013,3,24,Male,No,2,0
Masters,2017,2,26,Female,No,4,1
Bachelors,2017,3,26,Male,No,4,0
Bachelors,2018,3,25,Female,No,3,1
Bachelors,2018,3,24,Male,No,2,1
Bachelors,2015,3,24,Male,Yes,2,0
Bachelors,2013,3,24,Female,No,2,1
Bachelors,2013,2,28,Male,Yes,0,1
Bachelors,2018,3,24,Male,No,2,1
Bachelors,2014,3,24,Male,No,2,0
Bachelors,2016,3,28,Female,No,5,0
Bachelors,2014,3,25,Male,No,3,0
Bachelors,2014,3,26,Female,No,4,0
Masters,2017,2,28,Male,No,2,0
Bachelors,2012,3,27,Male,No,5,0
Bachelors,2016,3,27,Female,No,5,0
Masters,2018,3,28,Male,No,2,1
Bachelors,2017,3,24,Male,No,2,0
Bachelors,2012,3,24,Male,No,2,0
Bachelors,2016,3,28,Male,No,0,0
Bachelors,2012,3,27,Male,No,5,0
Bachelors,2014,3,27,Male,No,5,0
Bachelors,2017,3,24,Male,No,2,1
Bachelors,2012,1,27,Male,No,5,0
Bachelors,2017,3,28,Female,No,5,0
Bachelors,2014,3,25,Male,No,3,0
Bachelors,2015,3,25,Male,No,3,0
Bachelors,2017,2,28,Male,No,0,1
Bachelors,2015,2,26,Female,No,4,1
Bachelors,2015,2,27,Female,No,5,1
Bachelors,2015,3,26,Female,No,4,1
Bachelors,2015,2,28,Female,No,3,1
Bachelors,2012,3,25,Male,No,3,0
Bachelors,2013,3,25,Male,Yes,3,1
Bachelors,2016,3,26,Male,No,4,0
PHD,2018,3,24,Female,No,2,1
Bachelors,2014,3,27,Female,No,5,0
Masters,2017,2,26,Male,Yes,4,1
Bachelors,2015,2,27,Female,No,5,1
Bachelors,2014,3,24,Male,No,2,0
Masters,2017,2,25,Female,No,3,0
Bachelors,2017,3,28,Female,No,2,0
Bachelors,2014,3,27,Male,Yes,5,0
Bachelors,2012,3,24,Male,No,2,0
Bachelors,2018,3,24,Male,No,2,1
Bachelors,2015,3,27,Female,Yes,5,1
Bachelors,2015,3,28,Female,No,3,0
Bachelors,2015,3,27,Female,No,5,1
Bachelors,2015,3,28,Male,No,5,0
Bachelors,2015,2,27,Female,Yes,5,1
Bachelors,2016,3,27,Male,No,5,0
Masters,2017,3,27,Female,No,5,1
Bachelors,2017,2,26,Female,No,4,1
Bachelors,2015,3,27,Female,No,5,1
Bachelors,2018,3,27,Female,No,5,1
Bachelors,2012,3,25,Male,No,3,0
Bachelors,2017,3,25,Male,No,3,0
PHD,2013,3,27,Female,No,5,1
Bachelors,2016,3,28,Male,No,2,0
Bachelors,2012,3,25,Female,Yes,3,0
Bachelors,2015,3,27,Male,No,5,0
Bachelors,2016,2,24,Female,No,2,1
Bachelors,2016,3,26,Male,No,4,1
Bachelors,2014,3,27,Male,Yes,5,0
Bachelors,2013,3,24,Male,Yes,2,0
Bachelors,2017,3,25,Male,No,3,1
Bachelors,2017,2,24,Female,No,2,1
Bachelors,2013,3,27,Male,No,5,0
Masters,2013,3,26,Female,No,4,1
Bachelors,2012,3,25,Female,No,3,1
Bachelors,2015,3,28,Female,No,2,0
Masters,2017,2,24,Female,No,2,0
Masters,2013,3,26,Male,No,4,1
Bachelors,2014,3,26,Male,No,4,0
PHD,2016,3,24,Female,No,2,0
Bachelors,2017,3,26,Male,No,4,0
Bachelors,2016,3,26,Male,No,4,0
Bachelors,2014,3,27,Male,No,5,0
Bachelors,2017,3,28,Female,No,0,0
PHD,2016,3,27,Female,No,5,0
Masters,2014,3,28,Female,No,4,1
Bachelors,2014,3,28,Female,No,2,0
Bachelors,2017,3,24,Female,No,2,0
Masters,2015,3,28,Male,No,0,0
Bachelors,2015,2,25,Female,No,3,1
Masters,2017,2,27,Male,No,5,1
Bachelors,2014,2,25,Female,No,3,1
Bachelors,2015,2,28,Female,Yes,2,1
Bachelors,2013,3,25,Male,No,3,0
Bachelors,2013,1,26,Female,No,4,1
Bachelors,2012,2,27,Female,No,5,1
Masters,2017,3,28,Male,No,0,0
Bachelors,2012,3,28,Female,No,1,0
Bachelors,2015,2,25,Female,Yes,3,1
Bachelors,2015,3,26,Male,No,4,0
Bachelors,2015,3,24,Female,No,2,0
Bachelors,2018,3,24,Female,No,2,1
Bachelors,2017,3,27,Female,Yes,5,0
PHD,2012,3,27,Male,No,5,0
Bachelors,2012,3,26,Male,No,4,0
Bachelors,2013,3,25,Male,No,3,1
Bachelors,2015,3,24,Female,No,2,0
Bachelors,2013,3,24,Female,No,2,0
Bachelors,2016,3,24,Male,No,2,0
Bachelors,2018,3,24,Male,Yes,2,1
Bachelors,2015,3,27,Female,Yes,5,1
Bachelors,2018,3,26,Male,No,4,1
Bachelors,2012,3,24,Female,No,2,1
Masters,2017,3,27,Male,No,5,1
Bachelors,2012,3,26,Male,No,4,0
Bachelors,2013,3,27,Male,No,5,0
Bachelors,2015,3,25,Female,No,3,0
Bachelors,2018,3,24,Female,No,2,1
Bachelors,2014,3,28,Male,No,4,0
Bachelors,2013,1,26,Female,No,4,1
Bachelors,2015,3,27,Male,No,5,0
Bachelors,2013,3,24,Male,No,2,0
Bachelors,2016,3,26,Male,No,4,1
Bachelors,2013,3,25,Female,No,3,1
Bachelors,2016,3,27,Male,Yes,5,0
Bachelors,2017,3,26,Male,No,4,0
Bachelors,2018,2,28,Female,No,5,1
Masters,2017,2,27,Male,No,5,0
Bachelors,2013,3,25,Female,No,3,0
Bachelors,2017,3,24,Male,No,2,0
Bachelors,2017,2,25,Female,No,3,0
Bachelors,2018,3,27,Female,No,5,1
Bachelors,2016,3,27,Male,No,5,0
Bachelors,2013,1,24,Male,No,2,0
Bachelors,2012,1,28,Male,No,3,0
Bachelors,2016,2,28,Female,No,3,1
Bachelors,2016,3,24,Male,No,2,0
Bachelors,2017,3,28,Male,No,3,0
Bachelors,2017,2,28,Male,No,3,0
Bachelors,2017,3,25,Female,No,3,1
Bachelors,2015,3,25,Male,No,3,0
Masters,2013,3,25,Male,No,3,1
Bachelors,2017,3,24,Male,No,2,0
Bachelors,2013,3,27,Male,No,5,0
Bachelors,2013,2,24,Female,No,2,1
Bachelors,2017,3,28,Male,No,1,1
Bachelors,2012,3,25,Male,No,3,0
Bachelors,2014,3,26,Male,No,4,0
Bachelors,2015,1,24,Female,No,2,1
Masters,2013,3,24,Female,Yes,2,1
Bachelors,2014,3,25,Male,No,3,0
Bachelors,2017,2,26,Male,No,4,0
Bachelors,2014,3,25,Male,No,3,0
Masters,2013,3,25,Male,No,3,1
Bachelors,2014,3,24,Male,No,2,0
Bachelors,2014,2,28,Female,No,3,1
Masters,2015,3,28,Male,No,2,0
Bachelors,2015,3,28,Male,No,5,0
Bachelors,2017,3,24,Male,No,2,0
Bachelors,2014,3,27,Male,No,5,0
Bachelors,2015,2,28,Female,No,5,1
Masters,2017,2,26,Female,No,4,1
Bachelors,2016,3,26,Female,No,4,0
Bachelors,2016,3,26,Female,No,4,0
Bachelors,2013,3,27,Female,No,5,0
Bachelors,2014,3,28,Male,No,3,0
Bachelors,2017,3,25,Male,No,3,0
Bachelors,2015,1,27,Male,No,5,0
Bachelors,2013,3,26,Male,No,4,0
Bachelors,2014,3,24,Female,No,2,0
Bachelors,2014,2,26,Male,No,4,0
Bachelors,2013,3,24,Male,No,2,1
Bachelors,2012,3,25,Male,No,3,0
Bachelors,2012,3,27,Male,Yes,5,0
Bachelors,2012,3,28,Male,No,1,0
Masters,2017,2,25,Female,No,3,1
Bachelors,2014,3,25,Male,No,3,0
Bachelors,2016,2,27,Female,No,5,1
Bachelors,2017,3,28,Male,No,3,0
Masters,2017,3,28,Male,No,2,0
PHD,2018,3,26,Male,No,4,1
Masters,2017,2,24,Male,No,2,1
Bachelors,2014,3,28,Male,No,0,0
Masters,2015,3,26,Female,No,4,0
Bachelors,2016,3,27,Male,No,5,1
Bachelors,2016,3,28,Female,No,4,0
Bachelors,2012,3,26,Male,No,4,0
Masters,2015,2,27,Female,No,5,1
Masters,2017,1,28,Male,No,0,0
Masters,2015,3,28,Female,No,2,0
Bachelors,2017,3,26,Male,No,4,1
Bachelors,2017,3,28,Female,No,4,1
Bachelors,2015,3,25,Male,No,3,0
Masters,2017,2,27,Female,No,5,0
Masters,2015,2,27,Female,No,5,0
Bachelors,2015,3,25,Male,No,3,1
Bachelors,2013,3,28,Female,No,1,0
Bachelors,2015,3,25,Female,No,3,1
Bachelors,2012,3,28,Female,No,2,1
Bachelors,2016,3,27,Female,No,5,1
Bachelors,2016,3,26,Male,No,4,0
PHD,2018,3,26,Male,No,4,1
Bachelors,2017,3,27,Male,No,5,0
Bachelors,2018,3,28,Male,No,2,1
Bachelors,2013,3,24,Male,No,2,0
Bachelors,2013,3,26,Male,No,4,0
Bachelors,2013,3,28,Male,Yes,1,0
Masters,2017,2,28,Female,No,2,0
Bachelors,2016,1,24,Male,No,2,0
Bachelors,2017,3,27,Male,No,5,0
Bachelors,2014,2,27,Female,No,5,1
Bachelors,2017,3,27,Male,No,5,0
Bachelors,2017,3,27,Male,No,5,0
Masters,2018,3,24,Male,No,2,1
Bachelors,2016,3,26,Male,No,4,1
Bachelors,2017,3,28,Male,Yes,3,0
Bachelors,2017,3,26,Female,No,4,0
Bachelors,2016,3,28,Male,No,3,0
Bachelors,2015,3,26,Male,No,4,0
Bachelors,2014,3,26,Male,No,4,1
Bachelors,2017,2,24,Female,No,2,1
Bachelors,2016,3,26,Male,No,4,1
PHD,2016,1,26,Male,No,4,0
Bachelors,2018,3,24,Female,No,2,1
Bachelors,2017,2,28,Female,No,1,0
Bachelors,2013,3,24,Female,No,2,0
Masters,2014,3,25,Female,No,3,0
Bachelors,2012,1,26,Male,No,4,0
Bachelors,2014,3,28,Male,No,5,0
Bachelors,2013,3,28,Male,No,2,1
Masters,2017,2,27,Male,No,5,0
Bachelors,2016,3,28,Male,Yes,0,0
Bachelors,2014,3,25,Male,No,3,0
Bachelors,2013,3,25,Female,No,3,1
Bachelors,2017,3,24,Female,No,2,1
Bachelors,2015,3,26,Female,No,4,0
Bachelors,2014,3,28,Male,No,4,0
Bachelors,2017,2,28,Male,No,0,0
Masters,2017,3,24,Female,No,2,0
PHD,2017,3,27,Male,No,5,0
Bachelors,2015,3,28,Female,No,5,0
Bachelors,2017,3,25,Female,No,3,0
Masters,2017,3,25,Male,No,3,0
Masters,2017,1,26,Male,No,4,0
Bachelors,2014,3,25,Male,No,3,1
Bachelors,2016,3,27,Male,No,5,1
Bachelors,2013,3,24,Male,No,2,0
Bachelors,2012,3,25,Male,No,3,0
Bachelors,2014,3,25,Male,No,3,1
Bachelors,2018,3,25,Female,No,3,1
Masters,2012,3,26,Male,No,4,1
PHD,2016,3,25,Male,No,3,0
Bachelors,2015,3,25,Male,No,3,0
Bachelors,2017,2,25,Male,No,3,1
Bachelors,2015,3,27,Female,No,5,0
Bachelors,2017,3,26,Male,No,4,0
Bachelors,2016,3,26,Male,No,4,0
Bachelors,2018,3,26,Male,No,4,1
Masters,2018,3,25,Female,No,3,1
Masters,2017,2,25,Male,No,3,0
Masters,2014,3,24,Female,No,2,0
Bachelors,2014,3,28,Female,No,2,1
Bachelors,2012,3,26,Male,No,4,0
Bachelors,2017,3,26,Male,No,4,0
Bachelors,2014,2,28,Female,No,0,1
Bachelors,2017,3,25,Female,Yes,3,0
Bachelors,2014,3,25,Male,No,3,0
Bachelors,2012,3,26,Male,No,4,0
Bachelors,2014,3,26,Male,No,4,0
Bachelors,2017,3,26,Female,No,4,0
Masters,2017,2,26,Male,No,4,1
Bachelors,2017,3,25,Female,No,3,0
Bachelors,2018,3,25,Male,No,3,1
Bachelors,2014,3,27,Female,No,5,0
Bachelors,2017,3,28,Male,No,5,0
Bachelors,2015,1,24,Female,No,2,0
Bachelors,2013,3,27,Male,No,5,1
Bachelors,2018,3,26,Female,No,4,1
Masters,2017,2,28,Female,No,2,0
Bachelors,2016,3,28,Female,No,4,1
Bachelors,2016,3,25,Male,No,3,0
Bachelors,2015,3,27,Female,Yes,5,1
Bachelors,2015,3,26,Male,No,4,1
Bachelors,2015,3,28,Female,Yes,5,1
Bachelors,2013,3,27,Male,No,5,0
Masters,2017,2,25,Male,No,3,0
Bachelors,2015,2,25,Female,Yes,3,1
Bachelors,2015,2,24,Female,No,2,1
Masters,2017,2,28,Female,No,2,0
Bachelors,2014,3,24,Female,No,2,0
Bachelors,2012,3,27,Male,No,5,1
Bachelors,2015,2,28,Female,No,5,1
Bachelors,2015,2,27,Female,No,5,1
Bachelors,2017,3,24,Female,No,2,0
Masters,2016,3,25,Female,No,3,0
Bachelors,2012,3,24,Male,Yes,2,0
Bachelors,2015,3,24,Female,No,2,0
Bachelors,2015,2,26,Female,No,4,1
Masters,2017,2,27,Female,No,5,0
Bachelors,2013,1,24,Female,No,2,1
PHD,2017,3,28,Male,No,1,0
Bachelors,2017,3,24,Female,No,2,0
Bachelors,2015,2,24,Female,No,2,1
Bachelors,2017,3,27,Male,No,5,0
Bachelors,2016,3,28,Male,No,4,0
Masters,2017,2,28,Female,No,2,0
PHD,2014,3,24,Male,No,2,0
Bachelors,2013,3,26,Female,No,4,0
Masters,2014,3,24,Male,No,2,0
Bachelors,2013,3,24,Female,No,2,0
Masters,2017,3,26,Male,No,4,1
Bachelors,2014,2,27,Male,No,5,0
Masters,2013,3,25,Male,No,3,1
Masters,2012,3,27,Female,No,5,1
Masters,2017,2,25,Male,No,3,0
Bachelors,2012,3,28,Male,No,5,0
Bachelors,2014,3,28,Male,No,0,0
Bachelors,2017,3,28,Female,No,4,0
Bachelors,2016,3,27,Male,No,5,1
Bachelors,2017,2,27,Female,No,5,0
PHD,2014,3,28,Female,No,0,0
Bachelors,2013,2,25,Male,No,3,1
Bachelors,2017,3,28,Male,No,3,0
Bachelors,2012,3,27,Male,No,5,0
Bachelors,2013,2,24,Female,No,2,1
Masters,2017,2,25,Male,No,3,0
Bachelors,2014,3,24,Male,No,2,0
Bachelors,2013,1,25,Female,No,3,1
Bachelors,2015,3,28,Male,No,2,0
Masters,2017,3,28,Male,No,1,1
Bachelors,2017,2,27,Female,No,5,0
Bachelors,2018,3,24,Male,No,2,1
Bachelors,2013,3,26,Male,No,4,0
Bachelors,2017,3,27,Female,Yes,5,0
Masters,2017,1,26,Female,No,4,1
Masters,2017,2,26,Female,No,4,0
Bachelors,2013,3,26,Male,No,4,0
Masters,2014,1,25,Female,No,3,0
Bachelors,2014,3,27,Male,No,5,0
Bachelors,2016,3,25,Male,No,3,0
Bachelors,2016,3,27,Male,No,5,0
Bachelors,2015,3,28,Female,No,5,0
Masters,2012,3,25,Male,No,3,1
Bachelors,2013,3,28,Male,No,2,1
Bachelors,2014,1,25,Male,No,3,0
Bachelors,2014,3,26,Male,No,4,0
Bachelors,2013,3,28,Male,No,0,0
Bachelors,2015,3,27,Male,Yes,5,0
Bachelors,2014,1,28,Female,No,3,1
Masters,2017,2,25,Female,No,3,1
Masters,2013,3,28,Female,No,2,0
Masters,2017,2,27,Female,No,5,1
Bachelors,2015,3,27,Male,No,5,0
Bachelors,2012,3,27,Male,No,5,0
Bachelors,2014,3,26,Male,No,4,0
Bachelors,2013,3,26,Female,No,4,0
Bachelors,2012,3,27,Male,No,5,0
Bachelors,2013,3,26,Female,No,4,0
Masters,2017,2,28,Female,No,3,0
Bachelors,2017,2,26,Male,No,4,0
Bachelors,2013,2,27,Female,No,5,1
Masters,2015,3,27,Female,No,5,0
Masters,2017,3,27,Female,No,5,1
Bachelors,2016,3,27,Male,No,5,0
Bachelors,2012,3,27,Male,No,5,0
Bachelors,2014,3,25,Female,No,3,0
Bachelors,2016,3,26,Female,No,4,0
Bachelors,2016,3,26,Female,No,4,0
Bachelors,2014,3,26,Male,No,4,0
Bachelors,2014,3,28,Male,No,3,0
Bachelors,2012,3,25,Male,No,3,0
Masters,2014,3,28,Female,No,3,1
Bachelors,2016,3,26,Male,No,4,0
Bachelors,2012,3,24,Female,No,2,0
Bachelors,2015,2,28,Female,No,4,1
Bachelors,2017,2,24,Male,No,2,0
Bachelors,2015,3,25,Male,No,3,0
Bachelors,2013,3,27,Male,No,5,0
Bachelors,2015,3,27,Male,No,5,0
Bachelors,2017,3,28,Female,No,3,1
Bachelors,2017,3,24,Female,No,2,0
Masters,2017,2,26,Female,No,4,0
Bachelors,2016,3,25,Male,Yes,3,1
Bachelors,2016,3,26,Male,Yes,4,0
Masters,2017,2,24,Female,No,2,0
Bachelors,2017,3,27,Male,Yes,5,0
Bachelors,2014,2,27,Female,No,5,1
Masters,2017,1,24,Female,No,2,0
Bachelors,2014,3,28,Male,No,1,0
Bachelors,2013,3,26,Male,No,4,0
Bachelors,2014,3,28,Male,No,0,0
Masters,2013,3,28,Male,No,1,0
Masters,2017,2,27,Female,No,5,0
Bachelors,2017,3,28,Male,No,1,0
Bachelors,2016,3,26,Female,No,4,0
PHD,2018,3,27,Male,No,5,1
Bachelors,2014,3,26,Male,No,4,0
Bachelors,2013,3,25,Male,No,3,0
Masters,2017,3,25,Male,No,3,0
Bachelors,2017,2,24,Female,No,2,1
Bachelors,2017,3,24,Female,No,2,0
PHD,2014,3,24,Male,No,2,0
PHD,2017,3,24,Female,No,2,0
Masters,2017,2,26,Male,No,4,1
Bachelors,2013,2,24,Male,Yes,2,1
PHD,2016,3,27,Female,No,5,0
Masters,2017,2,25,Female,Yes,3,1
Bachelors,2014,3,26,Male,No,4,0
Bachelors,2017,3,25,Female,No,3,0
Bachelors,2012,3,27,Female,No,5,0
Bachelors,2016,3,26,Male,Yes,4,0
Bachelors,2016,3,26,Male,No,4,0
Bachelors,2015,2,27,Female,Yes,5,1
Bachelors,2016,3,28,Female,No,2,1
Masters,2017,2,27,Female,No,5,1
Bachelors,2018,3,25,Female,No,3,1
Bachelors,2014,3,27,Male,Yes,5,0
Bachelors,2014,3,27,Male,Yes,5,0
Bachelors,2015,3,25,Female,No,3,0
Masters,2017,3,26,Female,No,4,0
Masters,2018,3,25,Male,No,3,1
Bachelors,2018,3,25,Male,No,3,1
Bachelors,2014,3,28,Male,No,1,0
Bachelors,2017,3,24,Male,No,2,0
Bachelors,2013,3,28,Female,No,3,0
Bachelors,2015,3,24,Male,No,2,0
Bachelors,2012,3,26,Male,No,4,0
Bachelors,2014,3,25,Female,No,3,0
Masters,2017,1,26,Male,No,4,0
Bachelors,2016,3,25,Female,No,3,0
Bachelors,2013,2,26,Male,Yes,4,0
Bachelors,2018,1,26,Male,Yes,4,0
Bachelors,2017,3,24,Male,No,2,0
Bachelors,2016,3,24,Male,No,2,0
Bachelors,2014,3,24,Female,No,2,0
PHD,2017,3,28,Male,No,3,0
Bachelors,2017,2,24,Female,No,2,1
Bachelors,2015,3,25,Female,No,3,0
Bachelors,2015,3,26,Male,No,4,0
Masters,2014,3,27,Male,No,5,1
Bachelors,2012,3,24,Female,No,2,1
Bachelors,2015,2,26,Female,No,4,1
Bachelors,2013,3,24,Female,No,2,0
Bachelors,2017,3,26,Female,No,4,0
Masters,2017,3,26,Male,No,4,0
Bachelors,2016,3,24,Male,No,2,0
Bachelors,2015,3,28,Male,No,2,0
Bachelors,2013,3,27,Male,No,5,0
Bachelors,2012,3,24,Male,Yes,2,0
Masters,2015,2,28,Female,No,0,0
Bachelors,2017,3,26,Male,Yes,4,0
Bachelors,2018,3,27,Female,No,5,1
Masters,2017,3,27,Male,No,5,1
Bachelors,2013,1,27,Female,No,5,0
Bachelors,2016,3,27,Female,No,5,0
Bachelors,2013,3,28,Male,No,1,0
Bachelors,2017,3,28,Male,No,2,0
Bachelors,2013,3,26,Male,No,4,0
Bachelors,2015,3,25,Female,No,3,0
Bachelors,2015,3,24,Female,No,2,1
Bachelors,2014,3,28,Male,No,1,0
Bachelors,2017,2,28,Female,No,2,0
Masters,2015,3,26,Male,No,4,1
PHD,2014,3,25,Male,No,3,0
Bachelors,2013,3,25,Male,No,3,0
Bachelors,2017,3,25,Male,No,3,0
Bachelors,2013,2,24,Female,No,2,1
Bachelors,2014,3,25,Male,No,3,0
Bachelors,2017,3,25,Female,No,3,0
Masters,2017,2,24,Male,Yes,2,1
Bachelors,2015,3,28,Female,No,2,0
Bachelors,2017,3,27,Male,No,5,1
Bachelors,2015,3,26,Male,No,4,0
Bachelors,2017,2,27,Female,No,5,1
Bachelors,2016,3,24,Male,No,2,0
Bachelors,2014,2,26,Female,No,4,1
Masters,2017,2,25,Female,No,3,0
Bachelors,2012,3,25,Female,No,3,0
Bachelors,2014,3,27,Male,No,5,0
Bachelors,2017,3,27,Male,No,5,0
Bachelors,2018,3,25,Female,No,3,1
Bachelors,2016,3,27,Female,No,5,0
Bachelors,2017,3,24,Male,No,2,0
Bachelors,2014,2,28,Female,No,1,1
Bachelors,2017,2,28,Female,No,2,1
Bachelors,2017,2,26,Female,No,4,1
Bachelors,2013,2,27,Female,No,5,1
